Estado,Year,tipo_energia,geracao
São Paulo,2015,Lixívia,"1,592"
Paraná,2015,Lixívia,325
Santa Catarina,2015,Lixívia,320
Rio G. do Sul,2015,Lixívia,726
Mato G. do Sul,2015,Lixívia,"2,258"
Mato Grosso,2015,Lixívia,0
Goiás,2015,Lixívia,0
Distrito Federal,2015,Lixívia,0
BRASIL,2015,Lixívia,"10,478"
BRASIL,2014,Lixívia,"10,478"
Rondônia,2014,Lixívia,0
Acre,2014,Lixívia,0
Amazonas,2014,Lixívia,0
Roraima,2014,Lixívia,0
Pará,2014,Lixívia,0
Amapá,2014,Lixívia,0
Tocantins,2014,Lixívia,0
Maranhão,2014,Lixívia,"1,117"
Piauí,2014,Lixívia,0
Ceará,2014,Lixívia,0
Rio G. do Norte,2014,Lixívia,0
Paraíba,2014,Lixívia,0
Pernambuco,2014,Lixívia,0
Alagoas,2014,Lixívia,0
Sergipe,2014,Lixívia,0
Bahia,2014,Lixívia,"2,499"
Minas Gerais,2014,Lixívia,498
Espírito Santo,2014,Lixívia,"1,398"
Rio de Janeiro,2014,Lixívia,0
São Paulo,2014,Lixívia,"1,568"
Paraná,2014,Lixívia,334
Santa Catarina,2014,Lixívia,346
Rio G. do Sul,2014,Lixívia,435
Mato G. do Sul,2014,Lixívia,"2,282"
Mato Grosso,2014,Lixívia,0
Goiás,2014,Lixívia,0
Distrito Federal,2014,Lixívia,0
BRASIL,2014,Lixívia,"8,073"
BRASIL,2013,Lixívia,"8,073"
Rondônia,2013,Lixívia,0
Acre,2013,Lixívia,0
Amazonas,2013,Lixívia,0
Roraima,2013,Lixívia,0
Pará,2013,Lixívia,219
Amapá,2013,Lixívia,0
Tocantins,2013,Lixívia,0
Maranhão,2013,Lixívia,0
Piauí,2013,Lixívia,0
Ceará,2013,Lixívia,0
Rio G. do Norte,2013,Lixívia,0
Paraíba,2013,Lixívia,0
Pernambuco,2013,Lixívia,0
Alagoas,2013,Lixívia,0
Sergipe,2013,Lixívia,0
Bahia,2013,Lixívia,"2,226"
Minas Gerais,2013,Lixívia,498
Espírito Santo,2013,Lixívia,"1,353"
Rio de Janeiro,2013,Lixívia,0
São Paulo,2013,Lixívia,"1,831"
Paraná,2013,Lixívia,408
Santa Catarina,2013,Lixívia,327
Rio G. do Sul,2013,Lixívia,189
Mato G. do Sul,2013,Lixívia,"1,023"
Mato Grosso,2013,Lixívia,0
Goiás,2013,Lixívia,0
Distrito Federal,2013,Lixívia,0
BRASIL,2013,Lixívia,"8,014"
BRASIL,2012,Lixívia,"8,014"
Rondônia,2012,Lixívia,0
Acre,2012,Lixívia,0
Amazonas,2012,Lixívia,0
Roraima,2012,Lixívia,0
Pará,2012,Lixívia,206
Amapá,2012,Lixívia,0
Tocantins,2012,Lixívia,0
Maranhão,2012,Lixívia,0
Piauí,2012,Lixívia,0
Ceará,2012,Lixívia,0
Rio G. do Norte,2012,Lixívia,0
Paraíba,2012,Lixívia,0
Pernambuco,2012,Lixívia,0
Alagoas,2012,Lixívia,0
Sergipe,2012,Lixívia,0
Bahia,2012,Lixívia,"2,317"
Minas Gerais,2012,Lixívia,674
Espírito Santo,2012,Lixívia,"1,414"
Rio de Janeiro,2012,Lixívia,0
São Paulo,2012,Lixívia,"1,580"
Paraná,2012,Lixívia,366
Santa Catarina,2012,Lixívia,283
Rio G. do Sul,2012,Lixívia,217
Mato G. do Sul,2012,Lixívia,958
Mato Grosso,2012,Lixívia,0
Goiás,2012,Lixívia,0
Distrito Federal,2012,Lixívia,0
BRASIL,2012,Lixívia,"7,861"
BRASIL,2011,Lixívia,"7,861"
Rondônia,2011,Lixívia,0
Acre,2011,Lixívia,0
Amazonas,2011,Lixívia,0
Roraima,2011,Lixívia,0
Pará,2011,Lixívia,210
Amapá,2011,Lixívia,0
Tocantins,2011,Lixívia,0
Maranhão,2011,Lixívia,0
Piauí,2011,Lixívia,0
Ceará,2011,Lixívia,0
Rio G. do Norte,2011,Lixívia,0
Paraíba,2011,Lixívia,0
Pernambuco,2011,Lixívia,0
Alagoas,2011,Lixívia,0
Sergipe,2011,Lixívia,0
Bahia,2011,Lixívia,"2,420"
Minas Gerais,2011,Lixívia,674
Espírito Santo,2011,Lixívia,"1,276"
Rio de Janeiro,2011,Lixívia,0
São Paulo,2011,Lixívia,"1,480"
Paraná,2011,Lixívia,381
Santa Catarina,2011,Lixívia,277
Rio G. do Sul,2011,Lixívia,208
Mato G. do Sul,2011,Lixívia,935
Mato Grosso,2011,Lixívia,0
Goiás,2011,Lixívia,0
Distrito Federal,2011,Lixívia,
BRASIL,2023,Outras Renováveis,"3,546"
Rondônia,2023,Outras Renováveis,12
Acre,2023,Outras Renováveis,8
Amazonas,2023,Outras Renováveis,5
Roraima,2023,Outras Renováveis,296
Pará,2023,Outras Renováveis,15
Amapá,2023,Outras Renováveis,0
Tocantins,2023,Outras Renováveis,1
Maranhão,2023,Outras Renováveis,232
Piauí,2023,Outras Renováveis,0
Ceará,2023,Outras Renováveis,1
Rio G. do Norte,2023,Outras Renováveis,0
Paraíba,2023,Outras Renováveis,49
Pernambuco,2023,Outras Renováveis,213
Alagoas,2023,Outras Renováveis,13
Sergipe,2023,Outras Renováveis,0
Bahia,2023,Outras Renováveis,98
Minas Gerais,2023,Outras Renováveis,962
Espírito Santo,2023,Outras Renováveis,40
Rio de Janeiro,2023,Outras Renováveis,442
São Paulo,2023,Outras Renováveis,420
Paraná,2023,Outras Renováveis,175
Santa Catarina,2023,Outras Renováveis,77
Rio G. do Sul,2023,Outras Renováveis,133
Mato G. do Sul,2023,Outras Renováveis,127
Mato Grosso,2023,Outras Renováveis,177
Goiás,2023,Outras Renováveis,52
Distrito Federal,2023,Outras Renováveis,0
BRASIL,2023,Outras Renováveis,"2,810"
BRASIL,2022,Outras Renováveis,"2,810"
Rondônia,2022,Outras Renováveis,10
Acre,2022,Outras Renováveis,0
Amazonas,2022,Outras Renováveis,5
Roraima,2022,Outras Renováveis,9
Pará,2022,Outras Renováveis,11
Amapá,2022,Outras Renováveis,0
Tocantins,2022,Outras Renováveis,1
Maranhão,2022,Outras Renováveis,189
Piauí,2022,Outras Renováveis,0
Ceará,2022,Outras Renováveis,0
Rio G. do Norte,2022,Outras Renováveis,0
Paraíba,2022,Outras Renováveis,43
Pernambuco,2022,Outras Renováveis,212
Alagoas,2022,Outras Renováveis,7
Sergipe,2022,Outras Renováveis,0
Bahia,2022,Outras Renováveis,121
Minas Gerais,2022,Outras Renováveis,668
Espírito Santo,2022,Outras Renováveis,41
Rio de Janeiro,2022,Outras Renováveis,447
São Paulo,2022,Outras Renováveis,446
Paraná,2022,Outras Renováveis,112
Santa Catarina,2022,Outras Renováveis,71
Rio G. do Sul,2022,Outras Renováveis,124
Mato G. do Sul,2022,Outras Renováveis,141
Mato Grosso,2022,Outras Renováveis,107
Goiás,2022,Outras Renováveis,45
Distrito Federal,2022,Outras Renováveis,0
BRASIL,2022,Outras Renováveis,"3,308"
BRASIL,2021,Outras Renováveis,"3,308"
Rondônia,2021,Outras Renováveis,21
Acre,2021,Outras Renováveis,0
Amazonas,2021,Outras Renováveis,16
Roraima,2021,Outras Renováveis,0
Pará,2021,Outras Renováveis,21
Amapá,2021,Outras Renováveis,0
Tocantins,2021,Outras Renováveis,1
Maranhão,2021,Outras Renováveis,182
Piauí,2021,Outras Renováveis,0
Ceará,2021,Outras Renováveis,0
Rio G. do Norte,2021,Outras Renováveis,0
Paraíba,2021,Outras Renováveis,33
Pernambuco,2021,Outras Renováveis,165
Alagoas,2021,Outras Renováveis,2
Sergipe,2021,Outras Renováveis,0
Bahia,2021,Outras Renováveis,116
Minas Gerais,2021,Outras Renováveis,"1,047"
Espírito Santo,2021,Outras Renováveis,42
Rio de Janeiro,2021,Outras Renováveis,464
São Paulo,2021,Outras Renováveis,371
Paraná,2021,Outras Renováveis,92
Santa Catarina,2021,Outras Renováveis,51
Rio G. do Sul,2021,Outras Renováveis,187
Mato G. do Sul,2021,Outras Renováveis,194
Mato Grosso,2021,Outras Renováveis,262
Goiás,2021,Outras Renováveis,38
Distrito Federal,2021,Outras Renováveis,3
BRASIL,2021,Outras Renováveis,"2,574"
BRASIL,2020,Outras Renováveis,"2,574"
Rondônia,2020,Outras Renováveis,43
Acre,2020,Outras Renováveis,3
Amazonas,2020,Outras Renováveis,13
Roraima,2020,Outras Renováveis,0
Pará,2020,Outras Renováveis,23
Amapá,2020,Outras Renováveis,0
Tocantins,2020,Outras Renováveis,1
Maranhão,2020,Outras Renováveis,173
Piauí,2020,Outras Renováveis,0
Ceará,2020,Outras Renováveis,0
Rio G. do Norte,2020,Outras Renováveis,0
Paraíba,2020,Outras Renováveis,25
Pernambuco,2020,Outras Renováveis,128
Alagoas,2020,Outras Renováveis,0
Sergipe,2020,Outras Renováveis,0
Bahia,2020,Outras Renováveis,186
Minas Gerais,2020,Outras Renováveis,717
Espírito Santo,2020,Outras Renováveis,34
Rio de Janeiro,2020,Outras Renováveis,419
São Paulo,2020,Outras Renováveis,261
Paraná,2020,Outras Renováveis,81
Santa Catarina,2020,Outras Renováveis,32
Rio G. do Sul,2020,Outras Renováveis,171
Mato G. do Sul,2020,Outras Renováveis,97
Mato Grosso,2020,Outras Renováveis,147
Goiás,2020,Outras Renováveis,19
Distrito Federal,2020,Outras Renováveis,3
BRASIL,2020,Outras Renováveis,"2,377"
BRASIL,2019,Outras Renováveis,"2,377"
Rondônia,2019,Outras Renováveis,16
Acre,2019,Outras Renováveis,0
Amazonas,2019,Outras Renováveis,60
Roraima,2019,Outras Renováveis,0
Pará,2019,Outras Renováveis,23
Amapá,2019,Outras Renováveis,0
Tocantins,2019,Outras Renováveis,1
Maranhão,2019,Outras Renováveis,172
Piauí,2019,Outras Renováveis,0
Ceará,2019,Outras Renováveis,0
Rio G. do Norte,2019,Outras Renováveis,0
Paraíba,2019,Outras Renováveis,18
Pernambuco,2019,Outras Renováveis,37
Alagoas,2019,Outras Renováveis,0
Sergipe,2019,Outras Renováveis,0
Bahia,2019,Outras Renováveis,199
Minas Gerais,2019,Outras Renováveis,664
Espírito Santo,2019,Outras Renováveis,21
Rio de Janeiro,2019,Outras Renováveis,410
São Paulo,2019,Outras Renováveis,274
Paraná,2019,Outras Renováveis,77
Santa Catarina,2019,Outras Renováveis,30
Rio G. do Sul,2019,Outras Renováveis,210
Mato G. do Sul,2019,Outras Renováveis,97
Mato Grosso,2019,Outras Renováveis,57
Goiás,2019,Outras Renováveis,9
Distrito Federal,2019,Outras Renováveis,3
BRASIL,2019,Outras Renováveis,"2,116"
BRASIL,2018,Outras Renováveis,"2,116"
Rondônia,2018,Outras Renováveis,16
Acre,2018,Outras Renováveis,0
Amazonas,2018,Outras Renováveis,0
Roraima,2018,Outras Renováveis,0
Pará,2018,Outras Renováveis,23
Amapá,2018,Outras Renováveis,0
Tocantins,2018,Outras Renováveis,1
Maranhão,2018,Outras Renováveis,158
Piauí,2018,Outras Renováveis,0
Ceará,2018,Outras Renováveis,0
Rio G. do Norte,2018,Outras Renováveis,0
Paraíba,2018,Outras Renováveis,1
Pernambuco,2018,Outras Renováveis,0
Alagoas,2018,Outras Renováveis,0
Sergipe,2018,Outras Renováveis,0
Bahia,2018,Outras Renováveis,258
Minas Gerais,2018,Outras Renováveis,701
Espírito Santo,2018,Outras Renováveis,22
Rio de Janeiro,2018,Outras Renováveis,299
São Paulo,2018,Outras Renováveis,235
Paraná,2018,Outras Renováveis,58
Santa Catarina,2018,Outras Renováveis,28
Rio G. do Sul,2018,Outras Renováveis,157
Mato G. do Sul,2018,Outras Renováveis,108
Mato Grosso,2018,Outras Renováveis,48
Goiás,2018,Outras Renováveis,5
Distrito Federal,2018,Outras Renováveis,0
BRASIL,2018,Outras Renováveis,"1,887"
BRASIL,2017,Outras Renováveis,"1,887"
Rondônia,2017,Outras Renováveis,16
Acre,2017,Outras Renováveis,0
Amazonas,2017,Outras Renováveis,0
Roraima,2017,Outras Renováveis,0
Pará,2017,Outras Renováveis,23
Amapá,2017,Outras Renováveis,0
Tocantins,2017,Outras Renováveis,0
Maranhão,2017,Outras Renováveis,162
Piauí,2017,Outras Renováveis,0
Ceará,2017,Outras Renováveis,0
Rio G. do Norte,2017,Outras Renováveis,0
Paraíba,2017,Outras Renováveis,0
Pernambuco,2017,Outras Renováveis,0
Alagoas,2017,Outras Renováveis,0
Sergipe,2017,Outras Renováveis,0
Bahia,2017,Outras Renováveis,247
Minas Gerais,2017,Outras Renováveis,595
Espírito Santo,2017,Outras Renováveis,20
Rio de Janeiro,2017,Outras Renováveis,279
São Paulo,2017,Outras Renováveis,222
Paraná,2017,Outras Renováveis,55
Santa Catarina,2017,Outras Renováveis,19
Rio G. do Sul,2017,Outras Renováveis,145
Mato G. do Sul,2017,Outras Renováveis,77
Mato Grosso,2017,Outras Renováveis,22
Goiás,2017,Outras Renováveis,4
Distrito Federal,2017,Outras Renováveis,1
BRASIL,2017,Outras Renováveis,"1,804"
BRASIL,2016,Outras Renováveis,"1,804"
Rondônia,2016,Outras Renováveis,16
Acre,2016,Outras Renováveis,0
Amazonas,2016,Outras Renováveis,46
Roraima,2016,Outras Renováveis,0
Pará,2016,Outras Renováveis,22
Amapá,2016,Outras Renováveis,0
Tocantins,2016,Outras Renováveis,0
Maranhão,2016,Outras Renováveis,119
Piauí,2016,Outras Renováveis,0
Ceará,2016,Outras Renováveis,0
Rio G. do Norte,2016,Outras Renováveis,0
Paraíba,2016,Outras Renováveis,0
Pernambuco,2016,Outras Renováveis,0
Alagoas,2016,Outras Renováveis,0
Sergipe,2016,Outras Renováveis,0
Bahia,2016,Outras Renováveis,227
Minas Gerais,2016,Outras Renováveis,543
Espírito Santo,2016,Outras Renováveis,22
Rio de Janeiro,2016,Outras Renováveis,154
São Paulo,2016,Outras Renováveis,189
Paraná,2016,Outras Renováveis,44
Santa Catarina,2016,Outras Renováveis,20
Rio G. do Sul,2016,Outras Renováveis,153
Mato G. do Sul,2016,Outras Renováveis,79
Mato Grosso,2016,Outras Renováveis,169
Goiás,2016,Outras Renováveis,1
Distrito Federal,2016,Outras Renováveis,2
BRASIL,2016,Outras Renováveis,"1,592"
BRASIL,2015,Outras Renováveis,"1,592"
Rondônia,2015,Outras Renováveis,16
Acre,2015,Outras Renováveis,0
Amazonas,2015,Outras Renováveis,32
Roraima,2015,Outras Renováveis,0
Pará,2015,Outras Renováveis,26
Amapá,2015,Outras Renováveis,0
Tocantins,2015,Outras Renováveis,0
Maranhão,2015,Outras Renováveis,152
Piauí,2015,Outras Renováveis,0
Ceará,2015,Outras Renováveis,0
Rio G. do Norte,2015,Outras Renováveis,0
Paraíba,2015,Outras Renováveis,0
Pernambuco,2015,Outras Renováveis,0
Alagoas,2015,Outras Renováveis,0
Sergipe,2015,Outras Renováveis,0
Bahia,2015,Outras Renováveis,267
Minas Gerais,2015,Outras Renováveis,333
Espírito Santo,2015,Outras Renováveis,24
Rio de Janeiro,2015,Outras Renováveis,0
São Paulo,2015,Outras Renováveis,186
Paraná,2015,Outras Renováveis,46
Santa Catarina,2015,Outras Renováveis,20
Rio G. do Sul,2015,Outras Renováveis,194
Mato G. do Sul,2015,Outras Renováveis,75
Mato Grosso,2015,Outras Renováveis,185
Goiás,2015,Outras Renováveis,35
Distrito Federal,2015,Outras Renováveis,0
BRASIL,2015,Outras Renováveis,"1,397"
BRASIL,2014,Outras Renováveis,"1,397"
Rondônia,2014,Outras Renováveis,16
Acre,2014,Outras Renováveis,0
Amazonas,2014,Outras Renováveis,37
Roraima,2014,Outras Renováveis,0
Pará,2014,Outras Renováveis,34
Amapá,2014,Outras Renováveis,0
Tocantins,2014,Outras Renováveis,0
Maranhão,2014,Outras Renováveis,166
Piauí,2014,Outras Renováveis,0
Ceará,2014,Outras Renováveis,0
Rio G. do Norte,2014,Outras Renováveis,0
Paraíba,2014,Outras Renováveis,0
Pernambuco,2014,Outras Renováveis,0
Alagoas,2014,Outras Renováveis,0
Sergipe,2014,Outras Renováveis,0
Bahia,2014,Outras Renováveis,239
Minas Gerais,2014,Outras Renováveis,245
Espírito Santo,2014,Outras Renováveis,24
Rio de Janeiro,2014,Outras Renováveis,0
São Paulo,2014,Outras Renováveis,133
Paraná,2014,Outras Renováveis,51
Santa Catarina,2014,Outras Renováveis,11
Rio G. do Sul,2014,Outras Renováveis,181
Mato G. do Sul,2014,Outras Renováveis,75
Mato Grosso,2014,Outras Renováveis,185
Goiás,2014,Outras Renováveis,0
Distrito Federal,2014,Outras Renováveis,0
BRASIL,2014,Outras Renováveis,792
BRASIL,2013,Outras Renováveis,792
Rondônia,2013,Outras Renováveis,11
Acre,2013,Outras Renováveis,0
Amazonas,2013,Outras Renováveis,39
Roraima,2013,Outras Renováveis,0
Pará,2013,Outras Renováveis,2
Amapá,2013,Outras Renováveis,0
Tocantins,2013,Outras Renováveis,0
Maranhão,2013,Outras Renováveis,148
Piauí,2013,Outras Renováveis,0
Ceará,2013,Outras Renováveis,0
Rio G. do Norte,2013,Outras Renováveis,0
Paraíba,2013,Outras Renováveis,0
Pernambuco,2013,Outras Renováveis,0
Alagoas,2013,Outras Renováveis,40
Sergipe,2013,Outras Renováveis,0
Bahia,2013,Outras Renováveis,174
Minas Gerais,2013,Outras Renováveis,123
Espírito Santo,2013,Outras Renováveis,2
Rio de Janeiro,2013,Outras Renováveis,0
São Paulo,2013,Outras Renováveis,86
Paraná,2013,Outras Renováveis,45
Santa Catarina,2013,Outras Renováveis,6
Rio G. do Sul,2013,Outras Renováveis,101
Mato G. do Sul,2013,Outras Renováveis,16
Mato Grosso,2013,Outras Renováveis,0
Goiás,2013,Outras Renováveis,0
Distrito Federal,2013,Outras Renováveis,0
BRASIL,2013,Outras Renováveis,588
BRASIL,2012,Outras Renováveis,588
Rondônia,2012,Outras Renováveis,0
Acre,2012,Outras Renováveis,0
Amazonas,2012,Outras Renováveis,0
Roraima,2012,Outras Renováveis,0
Pará,2012,Outras Renováveis,2
Amapá,2012,Outras Renováveis,0
Tocantins,2012,Outras Renováveis,0
Maranhão,2012,Outras Renováveis,86
Piauí,2012,Outras Renováveis,0
Ceará,2012,Outras Renováveis,0
Rio G. do Norte,2012,Outras Renováveis,0
Paraíba,2012,Outras Renováveis,0
Pernambuco,2012,Outras Renováveis,0
Alagoas,2012,Outras Renováveis,0
Sergipe,2012,Outras Renováveis,0
Bahia,2012,Outras Renováveis,146
Minas Gerais,2012,Outras Renováveis,91
Espírito Santo,2012,Outras Renováveis,2
Rio de Janeiro,2012,Outras Renováveis,0
São Paulo,2012,Outras Renováveis,96
Paraná,2012,Outras Renováveis,45
Santa Catarina,2012,Outras Renováveis,6
Rio G. do Sul,2012,Outras Renováveis,102
Mato G. do Sul,2012,Outras Renováveis,13
Mato Grosso,2012,Outras Renováveis,0
Goiás,2012,Outras Renováveis,0
Distrito Federal,2012,Outras Renováveis,0
BRASIL,2012,Outras Renováveis,601
BRASIL,2011,Outras Renováveis,601
Rondônia,2011,Outras Renováveis,0
Acre,2011,Outras Renováveis,0
Amazonas,2011,Outras Renováveis,0
Roraima,2011,Outras Renováveis,0
Pará,2011,Outras Renováveis,2
Amapá,2011,Outras Renováveis,0
Tocantins,2011,Outras Renováveis,0
Maranhão,2011,Outras Renováveis,74
Piauí,2011,Outras Renováveis,0
Ceará,2011,Outras Renováveis,0
Rio G. do Norte,2011,Outras Renováveis,0
Paraíba,2011,Outras Renováveis,0
Pernambuco,2011,Outras Renováveis,0
Alagoas,2011,Outras Renováveis,0
Sergipe,2011,Outras Renováveis,0
Bahia,2011,Outras Renováveis,131
Minas Gerais,2011,Outras Renováveis,145
Espírito Santo,2011,Outras Renováveis,2
Rio de Janeiro,2011,Outras Renováveis,0
São Paulo,2011,Outras Renováveis,129
Paraná,2011,Outras Renováveis,41
Santa Catarina,2011,Outras Renováveis,6
Rio G. do Sul,2011,Outras Renováveis,60
Mato G. do Sul,2011,Outras Renováveis,11
Mato Grosso,2011,Outras Renováveis,0
Goiás,2011,Outras Renováveis,0
Distrito Federal,2011,Outras Renováveis,0
BRASIL,2023,Carvão,"8,770"
Rondônia,2023,Carvão,0
Acre,2023,Carvão,0
Amazonas,2023,Carvão,0
Roraima,2023,Carvão,0
Pará,2023,Carvão,608
Amapá,2023,Carvão,0
Tocantins,2023,Carvão,0
Maranhão,2023,Carvão,472
Piauí,2023,Carvão,0
Ceará,2023,Carvão,169
Rio G. do Norte,2023,Carvão,0
Paraíba,2023,Carvão,0
Pernambuco,2023,Carvão,0
Alagoas,2023,Carvão,0
Sergipe,2023,Carvão,0
Bahia,2023,Carvão,0
Minas Gerais,2023,Carvão,0
Espírito Santo,2023,Carvão,0
Rio de Janeiro,2023,Carvão,0
São Paulo,2023,Carvão,0
Paraná,2023,Carvão,46
Santa Catarina,2023,Carvão,"4,003"
Rio G. do Sul,2023,Carvão,"3,472"
Mato G. do Sul,2023,Carvão,0
Mato Grosso,2023,Carvão,0
Goiás,2023,Carvão,0
Distrito Federal,2023,Carvão,0
BRASIL,2023,Carvão,"7,988"
BRASIL,2022,Carvão,"7,988"
Rondônia,2022,Carvão,0
Acre,2022,Carvão,0
Amazonas,2022,Carvão,0
Roraima,2022,Carvão,0
Pará,2022,Carvão,576
Amapá,2022,Carvão,0
Tocantins,2022,Carvão,0
Maranhão,2022,Carvão,420
Piauí,2022,Carvão,0
Ceará,2022,Carvão,12
Rio G. do Norte,2022,Carvão,0
Paraíba,2022,Carvão,0
Pernambuco,2022,Carvão,0
Alagoas,2022,Carvão,0
Sergipe,2022,Carvão,0
Bahia,2022,Carvão,0
Minas Gerais,2022,Carvão,0
Espírito Santo,2022,Carvão,0
Rio de Janeiro,2022,Carvão,0
São Paulo,2022,Carvão,0
Paraná,2022,Carvão,18
Santa Catarina,2022,Carvão,"3,947"
Rio G. do Sul,2022,Carvão,"3,017"
Mato G. do Sul,2022,Carvão,0
Mato Grosso,2022,Carvão,0
Goiás,2022,Carvão,0
Distrito Federal,2022,Carvão,0
BRASIL,2022,Carvão,"17,585"
BRASIL,2021,Carvão,"17,585"
Rondônia,2021,Carvão,0
Acre,2021,Carvão,0
Amazonas,2021,Carvão,0
Roraima,2021,Carvão,0
Pará,2021,Carvão,576
Amapá,2021,Carvão,0
Tocantins,2021,Carvão,0
Maranhão,2021,Carvão,"2,189"
Piauí,2021,Carvão,0
Ceará,2021,Carvão,"5,880"
Rio G. do Norte,2021,Carvão,0
Paraíba,2021,Carvão,0
Pernambuco,2021,Carvão,0
Alagoas,2021,Carvão,0
Sergipe,2021,Carvão,0
Bahia,2021,Carvão,0
Minas Gerais,2021,Carvão,0
Espírito Santo,2021,Carvão,0
Rio de Janeiro,2021,Carvão,0
São Paulo,2021,Carvão,0
Paraná,2021,Carvão,0
Santa Catarina,2021,Carvão,"4,791"
Rio G. do Sul,2021,Carvão,"4,148"
Mato G. do Sul,2021,Carvão,0
Mato Grosso,2021,Carvão,0
Goiás,2021,Carvão,0
Distrito Federal,2021,Carvão,0
BRASIL,2021,Carvão,"11,946"
BRASIL,2020,Carvão,"11,946"
Rondônia,2020,Carvão,0
Acre,2020,Carvão,0
Amazonas,2020,Carvão,0
Roraima,2020,Carvão,0
Pará,2020,Carvão,548
Amapá,2020,Carvão,0
Tocantins,2020,Carvão,0
Maranhão,2020,Carvão,"1,510"
Piauí,2020,Carvão,0
Ceará,2020,Carvão,"2,796"
Rio G. do Norte,2020,Carvão,0
Paraíba,2020,Carvão,0
Pernambuco,2020,Carvão,0
Alagoas,2020,Carvão,0
Sergipe,2020,Carvão,0
Bahia,2020,Carvão,0
Minas Gerais,2020,Carvão,0
Espírito Santo,2020,Carvão,0
Rio de Janeiro,2020,Carvão,0
São Paulo,2020,Carvão,0
Paraná,2020,Carvão,0
Santa Catarina,2020,Carvão,"4,216"
Rio G. do Sul,2020,Carvão,"2,875"
Mato G. do Sul,2020,Carvão,0
Mato Grosso,2020,Carvão,0
Goiás,2020,Carvão,0
Distrito Federal,2020,Carvão,0
BRASIL,2020,Carvão,"15,327"
BRASIL,2019,Carvão,"15,327"
Rondônia,2019,Carvão,0
Acre,2019,Carvão,0
Amazonas,2019,Carvão,0
Roraima,2019,Carvão,0
Pará,2019,Carvão,546
Amapá,2019,Carvão,0
Tocantins,2019,Carvão,0
Maranhão,2019,Carvão,"1,835"
Piauí,2019,Carvão,0
Ceará,2019,Carvão,"5,802"
Rio G. do Norte,2019,Carvão,0
Paraíba,2019,Carvão,0
Pernambuco,2019,Carvão,0
Alagoas,2019,Carvão,0
Sergipe,2019,Carvão,0
Bahia,2019,Carvão,0
Minas Gerais,2019,Carvão,0
Espírito Santo,2019,Carvão,0
Rio de Janeiro,2019,Carvão,0
São Paulo,2019,Carvão,0
Paraná,2019,Carvão,0
Santa Catarina,2019,Carvão,"4,108"
Rio G. do Sul,2019,Carvão,"3,037"
Mato G. do Sul,2019,Carvão,0
Mato Grosso,2019,Carvão,0
Goiás,2019,Carvão,0
Distrito Federal,2019,Carvão,0
BRASIL,2019,Carvão,"14,204"
BRASIL,2018,Carvão,"14,204"
Rondônia,2018,Carvão,0
Acre,2018,Carvão,0
Amazonas,2018,Carvão,0
Roraima,2018,Carvão,0
Pará,2018,Carvão,546
Amapá,2018,Carvão,0
Tocantins,2018,Carvão,0
Maranhão,2018,Carvão,"1,555"
Piauí,2018,Carvão,0
Ceará,2018,Carvão,"5,898"
Rio G. do Norte,2018,Carvão,0
Paraíba,2018,Carvão,0
Pernambuco,2018,Carvão,0
Alagoas,2018,Carvão,0
Sergipe,2018,Carvão,0
Bahia,2018,Carvão,0
Minas Gerais,2018,Carvão,0
Espírito Santo,2018,Carvão,0
Rio de Janeiro,2018,Carvão,0
São Paulo,2018,Carvão,0
Paraná,2018,Carvão,50
Santa Catarina,2018,Carvão,"4,148"
Rio G. do Sul,2018,Carvão,"2,007"
Mato G. do Sul,2018,Carvão,0
Mato Grosso,2018,Carvão,0
Goiás,2018,Carvão,0
Distrito Federal,2018,Carvão,0
BRASIL,2018,Carvão,"16,257"
BRASIL,2017,Carvão,"16,257"
Rondônia,2017,Carvão,0
Acre,2017,Carvão,0
Amazonas,2017,Carvão,0
Roraima,2017,Carvão,0
Pará,2017,Carvão,546
Amapá,2017,Carvão,0
Tocantins,2017,Carvão,0
Maranhão,2017,Carvão,"2,063"
Piauí,2017,Carvão,0
Ceará,2017,Carvão,"7,424"
Rio G. do Norte,2017,Carvão,0
Paraíba,2017,Carvão,0
Pernambuco,2017,Carvão,0
Alagoas,2017,Carvão,0
Sergipe,2017,Carvão,0
Bahia,2017,Carvão,0
Minas Gerais,2017,Carvão,0
Espírito Santo,2017,Carvão,0
Rio de Janeiro,2017,Carvão,0
São Paulo,2017,Carvão,0
Paraná,2017,Carvão,86
Santa Catarina,2017,Carvão,"4,208"
Rio G. do Sul,2017,Carvão,"1,929"
Mato G. do Sul,2017,Carvão,0
Mato Grosso,2017,Carvão,0
Goiás,2017,Carvão,0
Distrito Federal,2017,Carvão,0
BRASIL,2017,Carvão,"17,001"
BRASIL,2016,Carvão,"17,001"
Rondônia,2016,Carvão,0
Acre,2016,Carvão,0
Amazonas,2016,Carvão,0
Roraima,2016,Carvão,0
Pará,2016,Carvão,570
Amapá,2016,Carvão,0
Tocantins,2016,Carvão,0
Maranhão,2016,Carvão,"2,182"
Piauí,2016,Carvão,0
Ceará,2016,Carvão,"7,010"
Rio G. do Norte,2016,Carvão,0
Paraíba,2016,Carvão,0
Pernambuco,2016,Carvão,0
Alagoas,2016,Carvão,0
Sergipe,2016,Carvão,0
Bahia,2016,Carvão,0
Minas Gerais,2016,Carvão,0
Espírito Santo,2016,Carvão,0
Rio de Janeiro,2016,Carvão,0
São Paulo,2016,Carvão,0
Paraná,2016,Carvão,76
